"Dist Code","Year","State Code","State Name","Dist Name","RICE AREA (1000 ha)","RICE PRODUCTION (1000 tons)","RICE YIELD (Kg per ha)","WHEAT AREA (1000 ha)","WHEAT PRODUCTION (1000 tons)","WHEAT YIELD (Kg per ha)","KHARIF SORGHUM AREA (1000 ha)","KHARIF SORGHUM PRODUCTION (1000 tons)","KHARIF SORGHUM YIELD (Kg per ha)","RABI SORGHUM AREA (1000 ha)","RABI SORGHUM PRODUCTION (1000 tons)","RABI SORGHUM YIELD (Kg per ha)","SORGHUM AREA (1000 ha)","SORGHUM PRODUCTION (1000 tons)","SORGHUM YIELD (Kg per ha)","PEARL MILLET AREA (1000 ha)","PEARL MILLET PRODUCTION (1000 tons)","PEARL MILLET YIELD (Kg per ha)","MAIZE AREA (1000 ha)","MAIZE PRODUCTION (1000 tons)","MAIZE YIELD (Kg per ha)","FINGER MILLET AREA (1000 ha)","FINGER MILLET PRODUCTION (1000 tons)","FINGER MILLET YIELD (Kg per ha)","BARLEY AREA (1000 ha)","BARLEY PRODUCTION (1000 tons)","BARLEY YIELD (Kg per ha)","CHICKPEA AREA (1000 ha)","CHICKPEA PRODUCTION (1000 tons)","CHICKPEA YIELD (Kg per ha)","PIGEONPEA AREA (1000 ha)","PIGEONPEA PRODUCTION (1000 tons)","PIGEONPEA YIELD (Kg per ha)","MINOR PULSES AREA (1000 ha)","MINOR PULSES PRODUCTION (1000 tons)","MINOR PULSES YIELD (Kg per ha)","GROUNDNUT AREA (1000 ha)","GROUNDNUT PRODUCTION (1000 tons)","GROUNDNUT YIELD (Kg per ha)","SESAMUM AREA (1000 ha)","SESAMUM PRODUCTION (1000 tons)","SESAMUM YIELD (Kg per ha)","RAPESEED AND MUSTARD AREA (1000 ha)","RAPESEED AND MUSTARD PRODUCTION (1000 tons)","RAPESEED AND MUSTARD YIELD (Kg per ha)","SAFFLOWER AREA (1000 ha)","SAFFLOWER PRODUCTION (1000 tons)","SAFFLOWER YIELD (Kg per ha)","CASTOR AREA (1000 ha)","CASTOR PRODUCTION (1000 tons)","CASTOR YIELD (Kg per ha)","LINSEED AREA (1000 ha)","LINSEED PRODUCTION (1000 tons)","LINSEED YIELD (Kg per ha)","SUNFLOWER AREA (1000 ha)","SUNFLOWER PRODUCTION (1000 tons)","SUNFLOWER YIELD (Kg per ha)","SOYABEAN AREA (1000 ha)","SOYABEAN PRODUCTION (1000 tons)","SOYABEAN YIELD (Kg per ha)","OILSEEDS AREA (1000 ha)","OILSEEDS PRODUCTION (1000 tons)","OILSEEDS YIELD (Kg per ha)","SUGARCANE AREA (1000 ha)","SUGARCANE PRODUCTION (1000 tons)","SUGARCANE YIELD (Kg per ha)","COTTON AREA (1000 ha)","COTTON PRODUCTION (1000 tons)","COTTON YIELD (Kg per ha)","FRUITS AREA (1000 ha)","VEGETABLES AREA (1000 ha)","FRUITS AND VEGETABLES AREA (1000 ha)","POTATOES AREA (1000 ha)","ONION AREA (1000 ha)","FODDER AREA (1000 ha)"
"85","2005","11","Tamil Nadu","North Arcot / Vellore","200.9","560.98","2792.33","0.0","0.0","0.0","11.57","13.4","1158.17","0.14","0.2","1428.57","11.7","13.59","1161.54","7.79","6.14","788.19","0.51","0.59","1156.86","8.88","14.38","1619.37","0.0","0.0","0.0","0.01","0.0","0.0","13.95","5.25","376.34","14.49","4.13","285.02","154.6","218.37","1412.48","1.83","0.78","426.23","0.02","0.0","0.0","0.0","0.0","0.0","0.34","0.13","382.35","0.0","0.0","0.0","0.27","0.48","1777.78","0.01","0.0","0.0","181.81","219.76","1208.73","44.46","399.57","8987.18","8.72","2.39","274.08","22.31","6.96","29.28","0.0","0.07","0.56"
"85","2006","11","Tamil Nadu","North Arcot / Vellore","153.15","495.24","3233.69","0.02","0.0","0.0","10.31","10.42","1010.67","0.09","0.2","2222.22","10.38","10.61","1022.16","6.05","5.42","895.87","0.56","2.26","4035.71","7.97","16.54","2075.28","0.0","0.0","0.0","0.06","0.02","333.33","11.16","7.74","693.55","14.71","7.88","535.69","138.13","243.66","1763.99","2.93","1.61","549.49","0.0","0.0","0.0","0.0","0.0","0.0","0.27","0.11","407.41","0.0","0.0","0.0","0.25","0.57","2280.0","0.0","0.0","0.0","165.25","245.94","1488.29","53.69","535.99","9983.05","7.46","3.38","453.08","24.54","8.08","32.62","0.0","0.09","0.58"
"85","2007","11","Tamil Nadu","North Arcot / Vellore","156.48","534.28","3414.37","0.09","0.0","0.0","9.86","12.76","1294.12","0.13","0.2","1538.46","9.99","12.96","1297.3","6.09","7.96","1307.06","0.83","2.82","3397.59","8.76","19.29","2202.05","0.0","0.0","0.0","0.05","0.01","200.0","10.61","7.47","704.05","15.64","7.26","464.19","150.61","308.24","2046.61","2.76","1.41","510.87","0.04","0.01","250.0","0.0","0.0","0.0","0.19","0.07","368.42","0.0","0.0","0.0","2.37","5.29","2232.07","0.01","0.0","0.0","179.54","315.01","1754.54","49.17","522.37","10623.75","7.5","2.89","385.33","25.62","7.73","33.35","0.01","0.08","0.68"
"85","2008","11","Tamil Nadu","North Arcot / Vellore","149.31","489.81","3280.49","0.01","0.0","0.0","8.15","6.33","776.69","0.04","0.09","2250.0","8.19","6.58","803.42","7.54","8.11","1075.6","4.61","26.69","5789.59","9.58","23.74","2478.08","0.0","0.0","0.0","0.12","0.05","416.67","9.24","5.13","555.19","14.55","4.83","331.96","148.61","234.95","1580.98","1.79","1.12","625.7","0.01","0.0","0.0","0.0","0.0","0.0","0.26","0.09","346.15","0.0","0.0","0.0","2.28","3.05","1337.72","0.0","0.0","0.0","176.4","239.21","1356.07","40.98","397.54","9700.83","7.64","2.39","312.83","24.88","7.15","32.03","0.0","0.08","0.75"
"85","2009","11","Tamil Nadu","North Arcot / Vellore","144.95","460.81","3179.1","0.03","0.0","0.0","7.91","0.0","0.0","0.0","0.0","0.0","7.95","6.84","860.38","4.43","4.15","936.79","0.91","5.25","5769.23","7.13","16.44","2305.75","0.0","0.0","0.0","0.17","0.06","352.94","8.64","6.27","725.69","17.78","6.71","377.39","112.55","209.17","1858.46","2.36","1.19","504.24","0.01","0.0","0.0","0.0","0.0","0.0","0.13","0.04","307.69","0.0","0.0","0.0","0.86","1.69","1965.12","0.0","0.0","0.0","138.95","0.0","0.0","38.8","338.63","8727.58","7.72","2.63","340.67","24.51","6.5","31.0","0.01","0.08","0.7"
"85","2010","11","Tamil Nadu","North Arcot / Vellore","168.71","510.52","3026.02","0.0","0.0","0.0","7.47","4.49","601.07","0.06","0.1","1666.67","7.53","4.6","610.89","5.19","3.85","741.81","0.57","2.43","4263.16","5.83","17.95","3078.9","0.0","0.0","0.0","0.41","0.16","390.24","11.32","4.61","407.24","16.37","7.57","462.43","105.48","213.0","2019.34","1.4","0.87","621.43","0.0","0.0","0.0","0.0","0.0","0.0","0.16","0.06","375.0","0.0","0.0","0.0","0.34","0.63","1852.94","0.01","0.0","0.0","130.47","0.0","0.0","45.47","421.74","9275.13","6.9","2.66","385.51","24.71","7.87","32.58","0.0","0.12","0.74"
"85","2011","11","Tamil Nadu","North Arcot / Vellore","101.93","453.75","4451.58","0.02","0.0","0.0","6.61","10.24","1549.17","0.09","0.14","1555.56","6.7","10.37","1547.76","4.86","8.98","1847.74","1.94","11.86","6113.4","6.76","19.4","2869.82","0.0","0.0","0.0","0.0","0.0","0.0","11.73","9.11","776.64","0.0","0.0","0.0","98.79","250.1","2531.63","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3","0.06","200.0","0.0","0.0","0.0","0.28","0.48","1714.29","0.0","0.0","0.0","0.0","0.0","0.0","52.88","587.17","11103.82","7.9","2.76","349.37","24.55","8.31","32.86","0.0","0.2","2.39"
"85","2012","11","Tamil Nadu","North Arcot / Vellore","127.48","478.31","3752.04","0.0","0.0","0.0","6.08","4.95","814.14","0.12","0.11","916.67","6.2","5.07","817.74","4.72","10.29","2180.08","1.72","5.7","3313.95","5.62","14.46","2572.95","0.0","0.0","0.0","0.0","0.0","0.0","14.18","11.07","780.68","24.46","12.52","511.86","95.15","201.8","2120.86","1.92","1.46","760.42","0.02","0.0","0.0","0.0","0.0","0.0","0.26","0.09","346.15","0.0","0.0","0.0","0.2","0.28","1400.0","0.0","0.0","0.0","121.06","0.0","0.0","56.66","562.11","9920.76","8.24","3.24","393.2","24.51","8.9","33.41","0.01","0.13","1.59"
"85","2013","11","Tamil Nadu","North Arcot / Vellore","122.0","551.9","4523.77","0.0","0.0","0.0","6.39","5.91","924.88","0.31","0.67","2161.29","6.7","6.57","980.6","5.97","14.17","2373.53","7.17","39.75","5543.93","12.24","46.2","3774.51","0.0","0.0","0.0","0.0","0.0","0.0","14.6","12.7","869.86","31.73","19.83","624.96","95.13","237.98","2501.63","2.38","1.65","693.28","0.0","0.0","0.0","0.0","0.0","0.0","0.29","0.1","344.83","0.0","0.0","0.0","0.36","0.59","1638.89","0.0","0.0","0.0","98.16","240.36","2448.66","49.37","417.83","8463.24","6.77","3.22","475.63","21.77","9.57","31.35","0.0","0.1","1.91"
"85","2014","11","Tamil Nadu","North Arcot / Vellore","129.71","633.96","4887.52","0.0","0.0","0.0","7.32","20.14","2751.37","0.5","1.09","2180.0","7.82","21.23","2714.83","8.25","30.1","3648.49","7.05","55.54","7878.01","15.05","56.12","3728.9","0.0","0.0","0.0","0.27","0.13","481.48","0.0","0.0","0.0","61.31","60.86","992.66","108.2","274.9","2540.67","4.38","2.98","680.37","0.0","0.0","0.0","0.0","0.0","0.0","0.41","0.15","365.85","0.0","0.0","0.0","0.4","0.69","1725.0","0.0","0.0","0.0","113.39","278.74","2458.24","33.78","280.76","8311.43","9.03","4.46","493.91","22.48","9.41","31.88","0.0","0.16","1.53"
"85","2015","11","Tamil Nadu","North Arcot / Vellore","190.65","752.96","3949.44","0.0","0.0","0.0","6.59","10.56","1602.43","0.09","0.14","1555.56","6.67","10.7","1604.2","7.41","21.88","2952.77","5.52","39.33","7125.0","8.52","28.14","3302.82","0.0","0.0","0.0","0.02","0.01","500.0","0.0","0.0","0.0","54.23","40.74","751.21","101.65","222.17","2185.64","1.19","0.81","680.67","0.0","0.0","0.0","0.0","0.0","0.0","0.41","0.15","365.85","0.0","0.0","0.0","0.26","0.35","1346.15","0.0","0.0","0.0","103.47","223.47","2159.76","32.69","276.76","8466.09","8.44","2.66","315.17","20.57","10.56","31.13","0.0","0.18","1.38"
"85","2016","11","Tamil Nadu","North Arcot / Vellore","183.45","737.75","4021.55","0.0","0.0","0.0","5.39","6.97","1293.62","0.23","0.08","339.21","5.61","7.05","1255.03","5.62","14.6","2596.66","4.74","18.75","3951.11","5.65","16.37","2899.08","0.0","0.0","0.0","0.06","0.02","338.98","15.09","14.22","942.21","45.59","21.87","479.79","84.9","167.22","1969.51","1.51","0.49","325.84","0.0","0.0","0.0","0.0","0.0","0.0","0.29","0.11","374.57","0.0","0.0","0.0","0.08","0.08","1000.0","0.0","0.0","0.0","0.0","0.0","0.0","31.34","255.42","8151.14","6.36","1.95","306.87","20.49","9.08","29.57","0.0","0.12","0.94"
"85","2017","11","Tamil Nadu","North Arcot / Vellore","216.65","959.42","4428.49","0.0","0.0","0.0","4.96","7.49","1511.3","0.56","0.6","1078.99","5.51","8.09","1467.62","7.44","17.45","2346.6","5.37","43.83","8166.57","11.62","42.55","3661.13","0.0","0.0","0.0","0.01","0.01","1000.0","11.05","13.32","1204.76","42.92","31.8","740.83","93.7","280.51","2993.62","2.32","1.37","592.07","0.0","0.0","0.0","0.0","0.0","0.0","0.23","0.09","375.95","0.0","0.0","0.0","0.21","0.36","1757.28","0.0","0.0","0.0","0.0","0.0","0.0","25.27","253.01","10011.87","6.93","0.0","0.52","0.0","0.0","0.0","0.0","0.04","0.0"
"86","1966","11","Tamil Nadu","Salem","138.0","229.0","1659.42","0.0","0.0","0.0","90.6","77.2","852.1","45.9","36.6","797.39","136.5","113.8","833.7","65.0","42.0","646.15","2.0","2.0","1000.0","128.0","115.0","898.44","0.0","0.0","0.0","0.6","0.3","500.0","7.0","3.0","428.57","111.88","24.98","223.27","148.0","148.0","1000.0","19.3","5.8","300.52","0.5","0.1","200.0","0.0","0.0","0.0","6.0","2.6","433.33","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","179.68","156.5","870.99","8.9","81.6","9168.54","10.0","3.0","300.0","10.58","23.22","33.8","0.03","0.69","0.46"
"86","1967","11","Tamil Nadu","Salem","133.0","212.0","1593.98","0.0","0.0","0.0","84.0","70.4","838.1","51.0","40.8","800.0","135.0","111.2","823.7","53.0","36.0","679.25","1.0","1.0","1000.0","123.0","101.0","821.14","0.0","0.0","0.0","0.6","0.3","500.0","6.0","3.0","500.0","110.08","21.67","196.86","159.0","132.0","830.19","19.7","5.9","299.49","0.3","0.1","333.33","0.0","0.0","0.0","6.0","2.6","433.33","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","191.25","140.6","735.16","10.4","82.5","7932.69","9.0","2.0","222.22","9.68","28.02","37.71","0.05","1.38","0.44"
"86","1968","11","Tamil Nadu","Salem","110.2","165.0","1497.28","0.2","0.0","0.0","90.2","65.6","727.27","28.1","22.4","797.15","118.3","88.0","743.87","60.1","34.0","565.72","0.7","1.0","1428.57","112.2","97.0","864.53","0.0","0.0","0.0","0.4","0.0","0.0","5.9","3.0","508.47","114.58","26.19","228.57","151.1","123.0","814.03","17.8","5.3","297.75","0.3","0.1","333.33","0.0","0.0","0.0","6.0","2.6","433.33","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","181.38","131.0","722.24","18.6","130.6","7021.51","10.5","2.0","190.48","12.09","35.3","47.4","0.08","0.71","1.31"
"86","1969","11","Tamil Nadu","Salem","109.9","192.7","1753.41","0.0","0.0","0.0","108.2","86.5","799.45","36.2","28.9","798.34","144.4","115.4","799.17","72.0","42.2","586.11","0.9","1.0","1111.11","116.9","84.5","722.84","0.0","0.0","0.0","0.3","0.1","333.33","5.5","2.6","472.73","123.42","27.48","222.65","120.4","109.4","908.64","13.8","4.2","304.35","0.3","0.1","333.33","0.0","0.0","0.0","5.8","2.6","448.28","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","157.03","116.3","740.62","17.1","137.6","8046.78","12.4","3.8","306.45","12.18","27.5","39.67","0.08","1.08","2.16"
"86","1970","11","Tamil Nadu","Salem","123.9","266.9","2154.16","0.0","0.0","0.0","111.6","77.7","696.24","30.3","23.3","768.98","141.9","101.0","711.77","72.6","44.2","608.82","1.2","1.4","1166.67","114.7","105.3","918.05","0.0","0.0","0.0","0.7","0.4","571.43","10.5","5.0","476.19","107.8","-1.0","-1.0","149.5","137.1","917.06","19.0","5.7","300.0","0.3","0.1","333.33","0.0","0.0","0.0","5.9","2.6","440.68","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","181.28","145.5","802.63","14.0","95.6","6828.57","18.9","6.0","317.46","12.46","23.48","35.93","0.35","1.42","3.58"
"86","1971","11","Tamil Nadu","Salem","120.3","244.0","2028.26","0.0","0.0","0.0","109.1","56.0","513.29","28.4","18.2","640.85","137.5","74.2","539.64","63.8","37.5","587.77","0.7","0.8","1142.86","118.0","125.2","1061.02","0.0","0.0","0.0","0.4","0.3","750.0","9.1","4.7","516.48","106.13","26.41","248.85","171.7","222.8","1297.61","16.4","5.0","304.88","0.4","0.1","250.0","0.0","0.0","0.0","5.8","2.5","431.03","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","202.69","230.4","1136.71","14.7","130.3","8863.95","23.7","8.4","354.43","12.94","28.03","40.96","0.13","0.86","4.1"
"86","1972","11","Tamil Nadu","Salem","147.7","306.2","2073.12","0.0","0.0","0.0","94.9","69.0","727.08","36.6","30.4","830.6","131.5","99.4","755.89","52.2","34.8","666.67","0.8","0.9","1125.0","110.2","85.6","776.77","0.0","0.0","0.0","0.5","0.3","600.0","12.5","6.2","496.0","112.23","24.01","213.94","175.2","183.8","1049.09","17.0","5.2","305.88","0.5","0.1","200.0","0.0","0.0","0.0","6.8","2.9","426.47","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","213.72","192.0","898.37","18.7","163.1","8721.93","15.5","3.5","225.81","13.47","32.86","46.33","0.15","1.21","1.86"
"86","1973","11","Tamil Nadu","Salem","130.4","273.8","2099.69","0.0","0.0","0.0","98.2","58.6","596.74","33.2","21.9","659.64","131.4","80.5","612.63","51.8","42.7","824.32","0.6","0.7","1166.67","114.6","108.0","942.41","0.0","0.0","0.0","0.7","0.4","571.43","11.4","6.2","543.86","111.4","24.43","219.3","170.5","162.6","953.67","19.1","5.8","303.66","0.7","0.2","285.71","0.0","0.0","0.0","6.9","3.0","434.78","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","209.87","171.6","817.65","19.5","179.5","9205.13","13.7","3.2","233.58","13.69","39.02","52.7","0.39","1.76","0.16"
"86","1974","11","Tamil Nadu","Salem","118.0","193.0","1635.59","0.0","0.0","0.0","104.5","41.0","392.34","32.0","11.3","353.13","136.5","52.3","383.15","48.8","27.0","553.28","0.6","0.6","1000.0","120.0","125.5","1045.83","0.0","0.0","0.0","0.4","0.1","250.0","9.2","4.3","467.39","91.35","12.49","136.73","176.4","149.7","848.64","13.0","3.5","269.23","0.6","0.1","166.67","0.0","0.0","0.0","5.5","1.5","272.73","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","210.17","154.8","736.55","23.8","174.2","7319.33","12.7","3.0","236.22","13.52","34.97","48.49","0.38","0.87","1.54"
"86","1975","11","Tamil Nadu","Salem","112.7","238.4","2115.35","0.3","0.1","333.33","118.6","74.2","625.63","29.2","11.5","393.84","147.8","85.7","579.84","66.4","37.3","561.75","1.0","1.0","1000.0","129.5","176.1","1359.85","0.0","0.0","0.0","0.2","0.2","1000.0","11.6","6.0","517.24","93.7","19.65","209.71","158.0","158.8","1005.06","10.9","5.5","504.59","0.7","0.2","285.71","0.0","0.0","0.0","7.5","3.1","413.33","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","188.13","167.6","890.87","24.0","230.3","9595.83","16.9","2.8","165.68","14.64","33.11","47.75","0.11","1.66","6.2"
"86","1976","11","Tamil Nadu","Salem","80.0","158.0","1975.0","0.2","0.0","0.0","117.8","99.5","844.65","34.2","23.1","675.44","152.0","122.6","806.58","56.0","46.4","828.57","0.8","0.9","1125.0","121.5","86.3","710.29","0.0","0.0","0.0","0.5","0.3","600.0","12.3","6.6","536.59","105.35","26.25","249.17","157.1","100.1","637.17","12.3","3.3","268.29","0.6","0.1","166.67","0.0","0.0","0.0","7.7","3.1","402.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","190.23","106.6","560.37","24.1","258.4","10721.99","19.8","6.0","303.03","14.91","29.0","43.9","0.13","1.8","6.09"
"86","1977","11","Tamil Nadu","Salem","112.7","235.8","2092.28","0.2","0.1","500.0","121.2","132.5","1093.23","31.0","25.4","819.35","152.2","157.9","1037.45","62.3","38.1","611.56","0.8","0.8","1000.0","142.0","205.5","1447.18","0.0","0.0","0.0","3.1","0.8","258.06","10.6","5.5","518.87","103.58","26.31","254.01","143.8","184.3","1281.64","12.1","5.4","446.28","0.6","0.2","333.33","0.0","0.0","0.0","7.3","3.2","438.36","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","205.14","193.1","941.31","24.9","291.0","11686.75","29.6","4.3","145.27","26.32","41.87","68.17","0.08","2.81","10.28"
"86","1978","11","Tamil Nadu","Salem","124.9","245.3","1963.97","0.2","0.1","500.0","109.4","95.2","870.2","31.5","17.4","552.38","140.9","112.6","799.15","49.0","32.6","665.31","0.8","0.9","1125.0","131.3","176.6","1345.01","0.0","0.0","0.0","1.4","0.8","571.43","17.0","7.3","429.41","106.71","30.83","288.91","164.4","214.3","1303.53","14.0","3.3","235.71","0.5","0.1","200.0","0.0","0.0","0.0","7.1","3.0","422.54","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","197.72","220.7","1116.22","24.5","404.5","16510.2","36.1","11.8","326.87","26.65","38.81","65.46","0.12","3.07","9.44"
"86","1979","11","Tamil Nadu","Salem","130.0","274.0","2107.69","0.0","0.0","0.0","112.9","103.4","915.85","30.4","19.2","631.58","143.3","122.6","855.55","43.3","38.2","882.22","1.1","1.2","1090.91","133.0","180.4","1356.39","0.0","0.0","0.0","1.3","0.8","615.38","20.4","14.2","696.08","103.31","22.62","218.95","122.7","191.7","1562.35","13.0","3.1","238.46","0.5","0.1","200.0","0.0","0.0","0.0","7.2","3.1","430.56","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","207.06","198.0","956.24","23.7","334.5","14113.92","29.1","7.9","271.48","19.52","43.13","62.66","0.32","2.91","9.92"
"86","1980","11","Tamil Nadu","Salem","86.3","168.7","1954.81","0.0","0.0","0.0","91.4","97.9","1071.12","23.0","19.0","826.09","114.4","116.9","1021.85","24.1","22.7","941.91","0.8","0.9","1125.0","118.0","132.6","1123.73","0.0","0.0","0.0","1.7","1.0","588.24","14.5","9.8","675.86","95.54","31.0","324.47","126.5","128.6","1016.6","10.6","2.3","216.98","0.6","0.2","333.33","0.0","0.0","0.0","5.5","2.3","418.18","0.0","0.0","0.0","0.7","0.1","142.86","0.0","0.0","0.0","158.49","133.5","842.32","29.0","403.6","13917.24","23.4","6.2","264.96","17.26","29.78","47.04","0.15","2.2","7.56"
"86","1981","11","Tamil Nadu","Salem","123.1","282.9","2298.13","0.2","0.1","500.0","96.1","107.6","1119.67","28.6","8.2","286.71","124.7","115.8","928.63","27.9","20.8","745.52","1.0","1.1","1100.0","123.0","165.1","1342.28","0.0","0.0","0.0","2.4","1.4","583.33","33.0","16.7","506.06","96.97","26.16","269.77","124.6","128.2","1028.89","13.9","3.2","230.22","0.7","0.2","285.71","0.0","0.0","0.0","15.2","4.4","289.47","0.0","0.0","0.0","2.8","0.9","321.43","0.0","0.0","0.0","201.49","136.9","679.44","26.0","252.2","9700.0","24.9","6.6","265.06","17.82","33.82","51.64","0.24","3.68","9.57"
"86","1982","11","Tamil Nadu","Salem","65.0","127.0","1953.85","0.0","0.0","0.0","71.3","78.4","1099.58","48.5","34.0","701.03","119.8","112.4","938.23","29.0","19.3","665.52","0.5","1.0","2000.0","90.0","98.1","1090.0","0.0","0.0","0.0","1.3","0.7","538.46","27.4","8.6","313.87","102.38","46.45","453.7","152.4","177.8","1166.67","14.0","2.3","164.29","0.7","0.2","285.71","0.0","0.0","0.0","11.8","3.7","313.56","0.0","0.0","0.0","5.1","2.4","470.59","0.0","0.0","0.0","158.96","186.4","1172.62","25.5","228.4","8956.86","19.8","5.1","257.58","17.3","37.22","54.51","0.35","3.71","12.68"
"86","1983","11","Tamil Nadu","Salem","105.0","250.1","2381.9","0.1","0.1","1000.0","123.5","111.9","906.07","30.9","21.6","699.03","154.4","133.5","864.64","36.7","30.2","822.89","0.9","1.8","2000.0","123.1","136.0","1104.79","0.0","0.0","0.0","1.8","1.0","555.56","45.4","19.6","431.72","104.9","61.65","587.7","177.4","223.6","1260.43","14.0","2.3","164.29","0.4","0.1","250.0","0.0","0.0","0.0","14.0","4.4","314.29","0.0","0.0","0.0","7.9","5.1","645.57","0.0","0.0","0.0","185.21","235.5","1271.53","26.8","241.8","9022.39","18.5","5.4","291.89","18.3","43.7","62.0","0.46","4.1","12.57"
"86","1984","11","Tamil Nadu","Salem","85.0","202.0","2376.47","0.1","0.0","0.0","122.3","75.1","614.06","21.8","15.3","701.83","144.1","90.4","627.34","30.3","37.1","1224.42","1.7","2.8","1647.06","113.8","120.4","1058.0","0.0","0.0","0.0","1.5","0.5","333.33","40.8","25.8","632.35","109.4","31.5","287.93","186.4","185.6","995.71","16.5","5.5","333.33","0.5","0.1","200.0","0.0","0.0","0.0","15.2","4.8","315.79","0.0","0.0","0.0","8.5","5.6","658.82","0.0","0.0","0.0","202.07","201.6","997.67","35.9","345.7","9629.53","23.5","9.3","395.74","20.11","43.23","63.34","0.48","3.96","15.65"
"86","1985","11","Tamil Nadu","Salem","73.9","208.0","2814.61","0.0","0.0","0.0","112.5","123.6","1098.67","25.8","18.1","701.55","138.3","141.7","1024.58","31.1","32.3","1038.59","2.5","4.0","1600.0","120.7","164.4","1362.05","0.0","0.0","0.0","1.6","0.6","375.0","44.1","24.1","546.49","101.25","42.64","421.14","196.6","212.4","1080.37","13.6","3.7","272.06","0.3","0.1","333.33","0.0","0.0","0.0","13.7","4.3","313.87","0.0","0.0","0.0","10.8","6.6","611.11","0.0","0.0","0.0","204.34","227.1","1111.38","30.4","319.0","10493.42","26.7","10.8","404.49","19.74","32.05","51.78","0.29","3.14","17.05"
"86","1986","11","Tamil Nadu","Salem","99.0","310.0","3131.31","0.0","0.0","0.0","103.1","159.7","1548.98","20.5","14.4","702.44","123.6","174.1","1408.58","37.0","46.0","1243.24","2.0","3.0","1500.0","108.0","169.0","1564.81","0.0","0.0","0.0","1.0","1.0","1000.0","47.0","35.0","744.68","110.04","58.32","529.99","187.0","226.0","1208.56","12.9","3.9","302.33","0.0","0.0","0.0","0.0","0.0","0.0","15.8","5.0","316.46","0.0","0.0","0.0","8.6","5.4","627.91","0.0","0.0","0.0","214.83","240.3","1118.56","28.1","292.0","10391.46","18.0","8.0","444.44","18.02","32.19","50.21","0.7","2.84","20.39"
"86","1987","11","Tamil Nadu","Salem","99.0","334.0","3373.74","0.0","0.0","0.0","96.6","188.4","1950.31","21.0","14.7","700.0","117.6","203.1","1727.04","29.0","23.0","793.1","2.0","3.0","1500.0","98.0","143.0","1459.18","0.0","0.0","0.0","2.0","1.0","500.0","54.6","37.1","679.49","112.44","46.46","413.2","192.1","217.4","1131.7","7.1","1.2","169.01","0.4","0.1","250.0","0.0","0.0","0.0","18.1","5.7","314.92","0.0","0.0","0.0","7.0","5.8","828.57","0.0","0.0","0.0","220.54","230.2","1043.8","31.2","318.0","10192.31","25.3","9.9","391.3","22.96","47.83","70.79","0.56","4.4","32.96"
"86","1988","11","Tamil Nadu","Salem","100.0","329.9","3299.0","0.0","0.0","0.0","96.5","115.8","1200.0","20.2","14.1","698.02","116.7","129.9","1113.11","28.4","25.5","897.89","2.2","3.7","1681.82","108.3","158.0","1458.91","0.0","0.0","0.0","0.7","0.2","285.71","48.2","32.8","680.5","104.47","30.12","288.31","193.0","217.3","1125.91","19.1","5.7","298.43","0.4","0.1","250.0","0.0","0.0","0.0","16.3","5.1","312.88","0.0","0.0","0.0","8.3","6.4","771.08","0.0","0.0","0.0","222.62","234.6","1053.81","33.8","350.5","10369.82","25.3","10.1","399.21","25.24","44.18","69.42","0.15","3.47","29.36"
"86","1989","11","Tamil Nadu","Salem","101.8","326.2","3204.32","0.0","0.0","0.0","128.3","129.4","1008.57","33.9","36.5","1076.7","162.2","165.9","1022.81","27.2","28.6","1051.47","2.0","3.3","1650.0","107.7","193.3","1794.8","0.0","0.0","0.0","1.4","0.5","357.14","48.2","32.8","680.5","114.33","32.65","285.58","208.7","218.1","1045.04","13.8","3.2","231.88","0.5","0.1","200.0","0.0","0.0","0.0","20.6","6.5","315.53","0.0","0.0","0.0","8.5","6.2","729.41","0.0","0.0","0.0","248.96","234.1","940.31","26.5","251.1","9475.47","37.1","12.7","342.32","25.58","62.65","88.23","0.12","3.93","39.96"
